msg,label
 sir is it placement guarantee ?? ,1
 my job gets over between 9 10 pm will the session be recorded? ,1
 hello sir how are you? roc and auc curve is related to time series in any way? ,1
 hello sir can you please make comprehensive video tutorials on advanced natural language processing techniques and models such as bert and on time series analysis and forecasting as well? ,1
 hello sir can you please make comprehensive video tutorials on advanced natural language processing techniques and models such as bert and time series analysis and forecasting? at stay serious ,1
 tpr is recall? ,1
 since tpr is recall and there is a tradeoff between precision and recall so how could tpr and recall be high then model will have low precision right ? and its not good maybe ,1
 can we consider auc 1 means overfitting of the model? ,1
 sir are you working in any company as ml engineer? ,1
 sir ek baat batao data science ko aeye hue 2 saal hue hai and jobs m 5 8 saal ka experience maang rahe hai how? ,1
 what are u doing now adays? ,1
 location? ,1
 i am 19 i completed whole sylabus currently i doing some ds projects job milegi mujhe ? ,1
 sir aapne college me maal mara ya nahi? ,1
 bhaiya ek baat btao ye chatbot from scratch kaise banaye? ,1
 sir tweets ko kese analyze karee? ,1
 sorry i am late to the party which convention are we talking about? ,1
 elon musk allow karega ya nahi pata nahi? ,1
 guys comment me batana video kaisa laga? ,1
 jupyter is correct platform to practice numpy? ,1
 can i ask individually our doughts ? ,1
 doubt clearing zoom session can be scheduled as per our availability? ,1
 aaj ka class zoom par nahi ho rha hai kya? ,1
 at keshav karki uknd m kha se ho? ,1
 at hitesh pandey uknd? ,1
 what is nd in ndarray? ,1
 sir what is tensor? ,1
 np array sae se smjhaege? ,1
 is it single data type arry only rigt ? ,1
 heterogeneous list ka sath approch kya hoag ? ,1
 we can use only built in data types right? can we use strings? ,1
 a np array([1 0 2 0 3 0]) will it return float or int type numbers? ,1
 vectorize operation? ,1
 can you explain what is a matrix? ,1
 ones mein elements float kyon hai ? ,1
 float kyu aa rha hai? ,1
 sir 1 q ? sirf 1 q ni ,1
 output float mei kyo ? ,1
 null matrics? ,1
 in reshape( 1 1) means ? ,1
 sir elements dot k sath q return ho rhe sirf integer q ni ? ,1
 np ones and np zeros mai dot kyo araha hai ??? ,1
 sir what does reshape( 1 1) means ? ,1
 can we limit decimal till 2 digits here? ,1
 where we use identity matrix? ,1
 what is the time complexity of converting list to numpy array? ,1
 is there a way to create diagonal matrix by numpy? ,1
 sir 3d array ke lia kuch intution de sakta ho ?? ,1
 random alg sy module hn ? ya numpy me random hn ? ,1
 at abhigyan datta what is diagonal matrix? ,1
 in case of 1d array why shape is number of element why not (1 n)? ,1
 it is coming for each item in array or whole? ,1
 itemsize is for single item in array or whole? ,1
 32 bit vs 64 bit which is best for use? ,1
 is (10 ) and (10 1) same? ,1
 8bits 1 byte?? ,1
 why always 8 or 4 b yte we can have many item in array then size should increase? ,1
 how can we see all the attributes of array? ,1
 for string numpy array what would be the itemsize()? ,1
 (4 3 3) would be 4d ??? ,1
 how we can check how much memory we saved ? ,1
 yee likin permannent hain ki nahi? ,1
 np is imp ? ,1
 in which scenario we have to use int64 or int32 in dataset? ,1
 operation are attribute or method of numpy ? ,1
 sir jb hm arithmetic operation krenge phle multiply a 2 then a 2 sir second operation a kya rhega original wala ya multiply se jo array aya ? ,1
 dimensions should be same for vector right? ,1
 can we multiply two vectors ? ,1
 vector operation tensor ke jese hoga? ,1
 sir (4 3 3) ka shape 4d hoga ? ,1
 matrix multiplication ki tarah array bhi multiply hoge kya? ,1
 can you please elaborate about 3d array it s hard to visualize? ,1
 mode? ,1
 we are adding np b coz arry is created with np array ? ,1
 they are not float with decimal? ,1
 floor and ceil? ,1
 what is floor and ceiling in 100 345 ?? ,1
 round and ceil mai ky faraq hai? ,1
 can we change its value as well ? a2[1 2] 50 ? ,1
 can we find multiple numbers ? ,1
 a2[0 2 1 2]?? ,1
 what actually colon is doing ? ,1
 first colon means all what s role of next colons ? ,1
 can we write a[1 5 2] something like this that is an index between the two colons? ,1
 3 for loop se bhi kar sakte hai na sir? ,1
 temporary h ye? ,1
 ravel ko hum iteration ke liye use kr skte hai kya? ,1
 stacking ke liye kuch conditions hai kya? ,1
 slicing krke bhi stack kr sakte h? ,1
 datasets ka shape same nhi hua toh? ,1
 stacking is concatenation right? ,1
 these will be treated as separate matrix? ,1
 real world use of splitting ? ,1
 splitting ka use case kha par hai ? ,1
 what is dstack? ,1
 your thoughts on chatgpt on datascience and ml jobs in future ? ,1
 sir numpy sirf numerical data ke liye hi use hota hai naa? ,1
 can we leave? ,1
 sir have you also uploaded the solution of last class? ,1
 humlogo ka next payment due date kab hai? aur agar youtube ka subscription cancel nahi karenge toh next month ka auto deduct ho jayega ,1
 i see some codes you have written for the yesterday s tasks is it complete or we have to add to it? ,1
 sir can we access all these previous lectures videos in our next month subscription?? ,1
 koi aisa scene h? ,1
 task? ,1
 exception handling modules and packages ?? ,1
 file handling??? ,1
 at eee 0013 abhishek nayak kyun? ,1
 sir why you use underscore in print address? ,1
 address ka method bana kar bhi ye outcome aa saktha tha na then y aggregation? ,1
 sir why have you been created print method? ,1
 sir we saw that we can access private variable from outside in yesterday s session then why not from another class? ,1
 is it okay to pass address object directly inside customer object? cust customer( name gender address( city pin state ) ,1
 wo maharsatra hona chahiye th na ??? ,1
 method aggregation ke bina bhi task allocate kar sakthe hai? ,1
 sir aap address ko call karte time a q nahi use kar rahe? ,1
 sir only the developer would know that one class owns the other python would not know right? ,1
 at stay serious is it okay to pass address object directly inside customer object? ,1
 sir aapne to bas name ko private kiya tha naa ??? can you show that part ,1
 update ? ,1
 for update? ,1
 class diagram iska? ,1
 can parents class acess child class? ,1
 u cant call things from instructor right ?? ,1
 in child class super shpuld be there or not ? ,1
 child k init me nahi defined h? ,1
 child constructors will never be executed ? ,1
 we can not use 2constuctor? ,1
 sir the what is teh use of child constructor? ,1
 parent child kaunsa rahega class diagram? ,1
 so in aggregation we are passing object and inheritance we are passing class ri8 ? ,1
 what about when we have multiple child how diagram?? ,1
 can child class is also a parent class ? ,1
 sir attribute kahan inherit hua wo last wala doubt tabhi to ayaaya tha na sir ??? ,1
 same aggregation class can be used in many classes ? ,1
 sir what s the use of child constructor? ,1
 can parent class can also call child constructor? ,1
 real use case dono scenario ka? ,1
 both constructors can be called when child class obj is called ? ,1
 can a child have multiple parents? ,1
 sir so we can t access parent s attributes (brand) through self brand? ,1
 then should we not use constructor iin child? ,1
 real use case for this scenario? ,1
 protected kese karenn? ,1
 getter method se price access hogi? ,1
 sir parent class ek se jada ho sakta h kya? ,1
 agar parents ke constructor ke bahar ka method call karenge toh access ho jayega na? ,1
 sir is variable overriding also possible? ,1
 agar phone class ko call karte tou phone wala buy method call hoga kya? ,1
 super() use karke constructor v call kar sakte hain? ,1
 super ko constructor se bhi call karrtee? ,1
 can we use super keyword in more than one class? ,1
 how come androd 2 printed ? ,1
 can you plz repeat this part? ,1
 super mein self jaroori nahi hai sir? ,1
 can child class inhered from 2 super clases ? ,1
 narrow and wide casting is there python ? ,1
 in hybrid child class will get confused to access the its upper class ? ,1
 in multiple child class can inherit from more than 2 classes also right? ,1
 is there any way to draw the diagram to show the inhertance ? ,1
 sir in multiple inheritance constructor kiska execute hoga?? ,1
 whichever s first? ,1
 working like an infinite loop?? ,1
 sir can you plz repeat it? ,1
 code more clean?? ,1
 construction overloading? ,1
